RAZONSOCIAL;NOMBRECOMERCIAL;DIRECCION;SITIOWEB;EMAIL;TELEFONO;TELEFONO2;FAX;PRODUCTOS;EMPLEOTOTAL;RANGOFACTURACION;IMPORTA;EXPORTA;FECHAACTUALIZACION
INDUSTRIAS DOY MANUEL MORATE, S.L.;INDUSTRIAS DOY;QUINTANA, S/N. TRUBIA 33100 OVIEDO ASTURIAS;http://www.industriasdoy.com;info@industriasdoy.com;98.578.40.52;;98.578.53.71;Fabricación de cok y subproductos, cok especial de fundición de distintos tamaños, alquitrán, aceite de antraceno, breas.;;n.d.;;si;04/11/2025
INDUSTRIAS GOAL GIJON, S.L.U.;INGOAL;AVDA. DE LA ECONOMIA SOCIAL, 1190. AREA EMPRESARIAL LLOREDA 33211 GIJON ASTURIAS;https://ingoal.es/;ingoal@ingoal.es;985303770;;985303784;Taller de mecánica para la industria mecanizada, realización de transformados metálicos, etc. Corte y conformado, armado y soldadura, tratamientos térmicos, centros de mecanizado, mecanizado seriado y de grandes dimensiones, granallado, pintura y metalizado, estructuras y plantas solares;;n.d.;;si;16/10/2025
INDUSTRIAS LACTEAS ASTURIANAS, S.A.;ILAS;ANLEO, S/N 33710 NAVIA ASTURIAS;http://www.renypicot.com;oviedo@renypicot.es;98.579.20.39/38.94;;98.579.30.17;Leche, mantequilla, nata, postres, derivados del suero, leche en polvo, productos para la alimentación infantil, bebidas.;;n.d.;si;si;01/10/2025
INDUSTRIAS LACTEAS MONTEVERDE, S.A.;QUESO TRES OSCOS;POL. IND. SILVOTA. PEÑA REDONDA, R-40 33192 LLANERA ASTURIAS;http://www.monteverdesa.com;monteverde@monteverdesa.com;98.598.07.35;;98.562.71.14;Quesos crema y edan, quesos dietéticos Quesos, embutidos, encurtidos, vinos, conservas;;n.d.;si;si;30/07/2025
INDUSTRIAS MECANICAS PERALTA, S.L.;;POL. IND. BARCIA-ALMUÑA, APDO. 87, LUARCA 33700 VALDES ASTURIAS;http://www.industriasperalta.com;peralta@industriasperalta.com;98.564.22.12;;98.547.09.04;Mecanización de piezas por medio de tecnología CNC;;n.d.;;;30/07/2025
INDUSTRIAS METALICAS DE CANCIENES, S.L.;INMECA;POL. IND. CANCIENES, NAVE 1 33470 CORVERA DE ASTURIAS ASTURIAS;;industrias@inmeca.es;98.550.57.07;;98.550.57.73;Estructuras metálicas Calderería Estampación;;n.d.;;si;30/07/2025
INDUSTRIAS METALICAS RUIZ, S.A.;INMER;AV. DE LA ECONOMIA SOCIAL, 584-624 33211 GIJON ASTURIAS;http://www.inmer.es/;inmer@inmer.es;98.538.18.88/11.44/15.22;;98.538.07.57;Piezas de plástico inyectado. Piezas de mecanización en general, construcción de moldes y troqueles, taller de matricería, herrajes para persianas enrollables. Estampación y embutición de piezas metálicas.;;n.d.;si;si;04/09/2025
INDUSTRIAS RODRIGUEZ MARMOLES, S.L.;;POL. IND. PRONI-MERES, C/ A, NAVE 57 33199 SIERO ASTURIAS;http://www.indrodriguezmarmoles.es;info@indrodriguezmarmoles.es;98.526.03.22;;98.526.51.66;Productos de marmolería, tumbas, nichos, cocinas, baños, instalaciones comerciales.;;n.d.;;;30/07/2025
INDUSTRIAS ROKO, S.A.;ROKOAGAR;POL. IND. SILVOTA, PEÑA BRAVA, PARCELA 25 33192 LLANERA ASTURIAS;http://www.rokoagar.com;export@rokoagar.com;98.526.11.71/08.64;;98.526.91.84;Agar-agar industrial, bacteriológico de electrofóresis, dental o técnico. Agar-agar industrial, bacteriológico de electrofóresis, dental o técnico.;;n.d.;si;si;04/09/2025
INDUSTRIAS Y MECANIZACIONES MICRO, S.A.;INMICROSA;POL. IND. RIAÑO II. C/PEÑA VILLA, PARCELA 3 33920 LANGREO ASTURIAS;http://www.inmicrosa.com;inmicrosa@inmicrosa.com;985678735;;;Llaves para fluidos de alta presión, válvulas de cierre esférico, racores Mecanización de piezas seriadas y no seriadas;;n.d.;;si;30/07/2025
INERSA INGENIERIA ENERGETICA, S.L.;INERSA;POL. IND. SILVOTA., C/ PEÑA REDONDA, PARCELA R29 33192 LLANERA ASTURIAS;http://www.inersa.net;administracion@inersa.net;98.526.55.70;;98.526.50.98;Instalación y mantenimiento de sistemas de calefacción, gas, climatización, etc: comunidades de vecinos, ayuntamientos, industrias, etc. Energias renovables: solar térmica, fotovoltaica, biomasa, hidrocinética.;;n.d.;;;30/07/2025
INES GRANDA, S.A.;QUESOS DE PRIA;LA PESA DE PRIA, S/N 33591 LLANES ASTURIAS;http://www.quesosdepria.com;info@quesosdepria.com;98.541.02.83;;98.541.07.02;Elaboración de quesos, mantequilla y nata Fabricación de queso y mantequilla;;n.d.;;si;01/10/2025
INETUM ESPAÑA, S.A.;IECISA;C/ DE LAS NIEVES Nº 4. BLIMEA 33960 SAN MARTIN DEL REY AURELIO ASTURIAS;http://www.inetum.world/es;mkt-es@inetum.world;98.565.77.53;;98.565.77.54;Soluciones TIC (software, almacenamiento, sistemas y servidores, virtualización, integración de sistemas, seguridad, telecomunicaciones), Outsourcing Soluciones TIC (software, almacenamiento, sistemas y servidores, virtualización, integración de sistemas, seguridad, telecomunicaciones), Outsourcing Soluciones tecnológicas en Big Data Soluciones tecnológicas en ciberseguridad Soluciones tecnológicas en realidad virtual y realidad aumentada;;n.d.;;si;16/10/2025
INFIESTO ASESORES, S.L.;GRUPO ASTURCONSULTING;C/ ANTOLIN DE LA FUENTE CLA, 8 33210 GIJON ASTURIAS;http://www.asturconsulting.com;info@asturconsulting.com;98.516.13.23;;98.514.10.20;Consultoría integral, servicio laboral, contable, mercantil y fiscal. Gestión del suelo, financiero y seguros;;n.d.;;;30/07/2025
INFOCOR XXI, S.L.;;PLZ. CUATRO ESTACIONES, S/N 33404 CORVERA DE ASTURIAS ASTURIAS;;infocor@telecable.es;98.593.54.96;;;Venta de equipamientos informáticos (hardware y software), servicios informáticos;;n.d.;;;30/07/2025
INFOGRAFIA Y DISEÑO INDUSTRIAL, S.L.;ESPACIO VIRTUAL;C/NOREÑA Nº23 8ºA 33010 ASTURIAS ESPAÑA 33428 LLANERA ASTURIAS;http://www.espaciovirtual.es;info@espaciovirtual.es;98.573.31.96;;;Desarrollo y tratamiento de la imagen virtual, tanto fija como animada, en todo tipo de soportes.;;n.d.;;;30/07/2025
INFOMOTOR, C.B.;INFOMOTOR;C/ VICTOR CHAVARRI, 19, SOTANO, OFICINA 5 33001 OVIEDO ASTURIAS;http://www.infomotor.es;revista@infomotor.es;98.522.57.66;;98.522.99.12;Diseño gráfico, creación de logotipos y anagramas, cartografía, realización de mapas. Edición revista del motor y la competición.;1;n.d.;;;30/07/2025
INFORDEMO, S.L.U.;INFORDEMO;C/ VALENCIA 14 BAJO 33210 GIJON ASTURIAS;http://www.infordemo.com;info@infordemo.com;98.429.13.15;;98.429.13.15;Regeneración de cartucho de impresora, mobiliario de oficina, ordenadores;;n.d.;si;;30/07/2025
INFORMATICA ASGAYA, C.B.;INFORMATICA ASGAYA;C/ COVADONGA 2, BAJO, ARRIONDAS 33540 PARRES ASTURIAS;http://www.informaticaasgaya.com;info@informaticaasgaya.com;98.584.02.53;;;Servidores propios de alojamiento web. Trabajos de diseño web tanto personalizados como con el CMS más popular, Drupal. Venta y reparación de todo tipo de productos informáticos, tanto para empresas como para particulares. Telecomunicaciones por cable. Actividades de programación informática. Mantenimiento informático. Asistencia remota.;2;Entre 0 y 150.000;;;30/07/2025
INFORMATICA GENERACION DIGITAL, S.L.L.;GD;C/ DUQUE DE RIVAS, 8, BAJO 33204 GIJON ASTURIAS;http://www.generacion-digital.com;gdigital@generacion-digital.com;98.599.01.38;;98.599.07.23;Servicios informáticos integrales. Desarrollo y programación de aplicaciones informáticas, formación especializada, gestión y organización de acciones formativas, diseño y programación web, servicios web, mantenimiento técnico, venta hardware;;n.d.;;;30/07/2025
INFORMATICA NAVA MPC, S.L.;;VIADUCTO MARQUINA, 5 BAJO 33004 OVIEDO ASTURIAS;http://www.mpcinformatica.com;compras@mpcinformatica.com;98.425.88.88;;;;;n.d.;;;30/07/2025
INFORMATICA Y GESTION ASTURIAS, S.L;INFORMATICA Y GESTION ASTURIAS;C/ FACETOS 36 BAJO 33013 OVIEDO ASTURIAS;http://www.softwareneron.com;comercial@softwareneron.com;98.520.25.23;;98.522.24.61;Dedicada al desarrollo, producción y distribución a nivel nacional del software Nerón. El software Nerón, fue creado para facilitar la gestión de negocios de hostelera y restauración;;n.d.;;;30/07/2025
INFORNET SOLUCIONES INFORMATICAS, S.L.;INFORNET;CORTES DE CADIZ, 7 33212 GIJON ASTURIAS;http://www.infornetsi.es;info@infornetsi.es;98.439.49.25;;98.439.49.24;Diseño web, desarrollo de aplicaciones informáticas, mantenimiento y servicio técnico, instalación y configuración de redes, venta de equipos y componentes.;;n.d.;;;30/07/2025
INFOSERVICIOS DEL PRINCIPADO, S.L.;;C/ SAN PEDRO MESTALLON, 9, BAJO 33009 OVIEDO ASTURIAS;;contacto@infoservicios.biz;98.522.05.55;;98.520.47.90;Venta de equipos informáticos, asesoramiento informático, elaboración de programas informáticos;;n.d.;;;30/07/2025
INGECOR GEOMATICA, S.L.;;CAMINO DE LOS ALERCES, 2 - 3ºJ. LA FRESNEDA 33429 SIERO ASTURIAS;http://www.ingecor.net;contacto@ingecor.net;98.526.26.94;;;Ingeniería Geomática, Topográfica, Civil e Industrial, Implantación de Redes de Alta Precisión, Cartografía, Metrología Dimensional, Escaner 3D, Vuelos con Microdrones.;;n.d.;;;30/07/2025
INGEMATIS, S.L.;;false 33900 LANGREO ASTURIAS;http://www.ingematis.com;seguridad@ingematis.com;;;;Servicio ajeno de prevencion de riesgos laborales. Empresa acreditada en las especialidades de seguridad en el trabajo, higiene industrial, hergonomia y psicosociologia aplicada y medicina del trabajo. Desarrollo de planes de seguridad y salud. Coordinadores de seguidad. Formación: Entidad acreditada para impartir cursos teorico practicos de operadores de grua movil autopropulsada, gruas torre y plataformas elevadores, moviles de personal (PEMP), carretillas elevadoras, puentes grua, gruas autocargantes, entidad holologada por la FLC. Obtención TPC, manipulador de productos fitosanitarios... Departamento de ingenieria: proyectos de instalaciones certificaciones energeticas, direcciones de obra, aducacion de maquinas etc.. Centro de formación para operadores de maquinaria. Servicio Ajeno de Prevención de Riesgos Laborales. Ingeniería y servicios medioambientales;;n.d.;;;15/10/2025
INGEN10 INGENIERIA, S.L.;INGEN10;POL. IND. DE ASIPO - C/ SECUNDINO ROCES RIERA, 1, 2-P.5 33428 LLANERA ASTURIAS;http://www.ingen10.com;ingen10@ingen10.com;98.598.03.36;;;Desarrollo de sistemas a medida en el campo de la electrónica y nuevas tecnologías;;n.d.;si;si;30/07/2025
INGENIACITY, S.L.;INGENIACITY;C/PEDRO PUIG ADAM, S/N - OFICINA 13 - EDIF. ESPACIO TECNOLOGICO CAMPUS 33203 GIJON ASTURIAS;http://www.ingeniacity.com;info@ingeniacity.com;98.429.74.79;;;Servicios de ingeniería. Diseño o rediseño de productos haciendo uso de un amplio know-how en ingeniería, materiales y nuevos procesos de fabricación. Desarrollo de proyectos de transformación digital. Soluciones tecnológicas en impresión 3D Soluciones tecnológicas en plataformas colaborativas;;n.d.;;si;01/10/2025
INGENIERIA ACUSTICA 3, S.L.U.;IA3;C/ LOS PRADOS, 166, OFICINA 3. PARQUE CIENTIFICO TECNOLOGICO DE GIJON 33203 GIJON ASTURIAS;http://www.ia3.es;ia3@ia3.es;98.509.92.24;902.875.765;98.419.00.39;Desarrollo de proyectos y estudios para el control de ruido y vibraciones en diferentes sectores, industrial, edificación y obra civil, prevención de riesgos laborales, investigación, control de actividades clasificadas. Simulación acústica y de vibraciones. Ensayos de aislamiento acústico. Mediciones de ruido y vibraciones, monitorización. Mapas estratégicos y dinámicos de ruido y gestión de planes de acción. Proyectos de medidas correctoras. Control de actividades molestas. PRL en rudio y vibraciones, peritaciones.;;n.d.;;;30/07/2025
INGENIERIA ASTURIANA DE DESARROLLO Y COMUNICACION, S.R.L.;INADECO;C/ TEODORO CUESTA, 5, BAJO 33207 GIJON ASTURIAS;http://www.inadeco.com;inadeco@inadeco.com;98.517.14.21;;98.517.13.86;Formación no reglada;;n.d.;;;30/07/2025
INGENIERIA DE MANUTENCION ASTURIANA, S.A.;INGEMAS;C/ ADA BYRON, 220 33203 GIJON ASTURIAS;http://www.ingemas.com;grupotsk@grupotsk.com;98.513.15.16;;98.513.09.60;Equipos e instalaciones para la industria básica siderometalúrgica, minera, termoeléctrica, cementera, ingeniería medioambiental.;;n.d.;si;si;01/10/2025
INGENIERIA DE RECURSOS INFORMATICOS Y COMUNICACIONES, S.L.;IRICOM;PARQUE EMPRESARIAL ARGAME. C/ PEÑA MANTECA, PARCELA G13 33163 MORCIN ASTURIAS;http://www.iricom.es;info@iricom.es;98.508.15.48;;98.523.03.69;Servicios de informática y comunicaciones. Software, hardware, diseño web, consumibles, etc.;;n.d.;si;;30/07/2025
INGENIERIA ELECTRICA Y ELECTRONICA, S.A.;IEE;POL. IND. VEGA DE BAIÑA, 22 33682 MIERES ASTURIAS;http://www.ieespain.com;mail@ieespain.com;98.544.69.71;;98.544.69.72;Ingeniería e instalaciones eléctricas en general. Especialización en atmósferas potencialmente explosivas.;;n.d.;si;si;01/10/2025
INGENIERIA ENERGETICA MYA, S.L.;GRUPO MYA;C/ LIMA Nº 6- BAJO 33213 GIJON ASTURIAS;http://www.myagestores.es;moises@myafotovoltaica.es;98.404.97.28;;;Ingeniería energética especializada en el asesoramiento e implantación de sistemas de eficiencia energética. Trabaja en la reducción de los costes energéticos buscando la eficiciencia energética de sus intsalciones. Fomenta el uso de la energías renovables;;n.d.;;;30/07/2025
INGENIERIA MONTAJES NORTE, S.A.;IMSA;C/ MARCOS DEL TORNIELLO, 50, 1º E 33400 AVILES ASTURIAS;http://www.imsagrupo.es;imsa@imsanet.e.telefonica.net;98.556.29.60;;98.556.29.60;Mantenimientos industriales y obra civil.;;n.d.;;;29/09/2025
INGENIERIA PARA MOLDES Y MAQUINARIA LIGERA, S.A.L.;INMOLSA;AVDA. AGRICULTURA,6 - POL. IND. BANKUNION II 33211 GIJON ASTURIAS;http://www.inmolsa.com;ivanr@inmolsa.com;984 100 429;;;Moldes,matrices,troqueles,piezas para forja,maquinas,bienes de equipo,ingenieria;;n.d.;si;;16/10/2025
INGENIERIA TRADING 2000, S.L.;INGENIERIA TRADING, S.L.;PELAYO 3 Y 5, 1º 33003 OVIEDO ASTURIAS;http://www.ingenieriatrading.com;servidor@ingenieriatrading.com;98.520.82.04;;98.520.89.21;Estudios de ingeniería industrial y civil.;;n.d.;;;30/07/2025
INGENIERIA Y BIOGAS, S.L.;INBIOGAS;DONOSO CORTES, 7 BAJO 33209 GIJON ASTURIAS;http://www.inbiogas.com;info@inbiogas.com;98.517.59.50;;98.535.25.99;Expertos en BIOGÁS.Estudios previos de biogas, consultoría, diseño de equipos (centrales aspiración, antorchas, cuadros de control y análisis, etc.), suministro y montaje, puesta en marcha de plantas de biogas. Operación de plantas de biogas, mantenimiento. Ingeniería dedicada a proyectos medioambientales, principalmente proyectos de biogases y otras energías alternativas.Fabricante de equipos para biogás: antorcha, compactos aspiración-combustión de biogás, cuadros de analisis, otros equipos;;n.d.;si;si;30/07/2025
INGENIERIA Y CALIDAD SOSTENIBLE, S.L.;INGECA;C/ PEREZ DE AYALA, 1, 1º B 33007 OVIEDO ASTURIAS;http://www.ingeca.com;ingeca@ingeca.com;98.525.01.97;;98.525.46.11;Diseño y desarrollo de proyectos de redes de distribución (alta y baja tensión). Redes de distribución de gas. Ingeniería energías renovables ( Parques eólicos) Servicios de consultoría en gestión de calidad y medio ambiente. Diseño e impartición de acciones formativas relacionadas con los servicios anteriores. Proyectos de topografía y servicios de apoyo administrativo.;;n.d.;;;30/07/2025
INGENIERIA Y DESARROLLO RURAL, S.A.;IDER;HERMANOS MENENDEZ PIDAL, 34, 1º B 33005 OVIEDO ASTURIAS;;info@idersa.com;98.525.72.67/17.33;;98.525.75.43;Consultoría forestal y medioambiental. Ingeniería del medio natural. Elaboración de documentos técnicos de obras en el medio natural y para el medioambiente;;n.d.;;;01/10/2025
INGENIERIA Y DISEÑO EUROPEO, S.A.;IDESA;PARQUE EMPRESARIAL PRINCIPADO DE ASTURIAS, PARCELA 9 33400 AVILES ASTURIAS;http://www.idesa.net;idesa@idesa.net;98.551.42.39/46.62;;98.551.46.64;Diseño, fabricación y suministro de equipos estáticos y modulares Columnas, reactores, drums, tanques, esferas, módulos, autoclaves, silos, separadores, estructuras off-shore;;n.d.;si;si;01/10/2025
INGENIERIA Y GEOLOGIA CONSULTORES, S.L.;IG CONSULTORES;C/ CARLOS LOPEZ OTIN, 5 - 1º. CENTRO CIVICO 33005 OVIEDO ASTURIAS;;mangel@igconsultores.es;98.523.01.58;;98.523.01.58;Geología, geotecnia, minería, sondeos y topografía;;n.d.;;;27/10/2025
INGENIERIA Y SERVICIOS DE METROLOGIA TRIDIMENSIONAL, S.L.;ISM 3D;C/ LOS PRADOS, 166 33203 GIJON ASTURIAS;http://www.ism3d.es;info@ism3d.es;98.419.44.67;;98.509.12.13;Desarrollo de patrones (barras de bolas, placas de agujeros, placas de bolas, cubos de bolas) para calibración de máquinas de medir por coordenadas, láser tracker y máquina herramienta fabricados en estructura de fibra de carbono, cerámica y aceros especiales. Metrología tridimensional mediante máquinas de medir por coordenadas 3D de alta precisión (piezas mecánicas, matrices, moldes, superficies, engranajes,...). Calibración de patrones, utillanes y piezas master 3D con MMC de alta precisión. Desarrollo de proyectos de metrología singular adaptado a las exigencias del cliente. Cursos de metrología dimensional Sistema AUKOM 1, 2, 3. Sistemas de medición 3D, calibración de máquinas de medición y máquina herramienta con sistemas avanzados (táctil, óptico, láser).;;n.d.;si;si;30/07/2025
INGENIERIA Y SUMINISTROS ASTURIAS, S.A.;ISASTUR;C/ FAYA 22, PARCELA 28. PARQUE TECNOLOGICO DE ASTURIAS 33428 LLANERA ASTURIAS;http://www.isastur.com;info@isastur.com;98.598.01.04;;98.526.02.75;Ingeniería de detalle para proyectos eléctricos, mecánicos de control o de obra civil. Proyectos de alta, muy alta y media tensión, plantas de generación Subestaciones de alta, media y baja tensión, cuadros de mando, pupitres de control, automatización, procesos de control distribuido, depuradoras.;;n.d.;;si;01/10/2025
INGENIERIA, PROYECTOS Y EXPORTACIONES, S.L.;INPROEX;CAMINO DE LLOREDA A LA PICOTA, 489 33211 GIJON ASTURIAS;http://www.inproex.eu;info@inproex.eu;98.532.08.77;;;Ingeniería y fabricación de equipos a presión.;;n.d.;;si;30/07/2025
INGENIEROS CONSTRUCCION Y NAVES, S.L.;INGECO;C/ SAN JUAN 62, BAJO ESQ. 33210 GIJON ASTURIAS;http://www.ingeco.net;ingeco@ingeco.net;98.599.01.03;;98.599.03.01;Construcción llave en mano de naves y edificios industriales, proyectos y direcciones de obra, instalaciones eléctricas de A.T. y B.T.;;n.d.;;;30/07/2025
INGENIEROS DE MINAS CONSULTORES, S.A.;IMC;AVDA. DE GALICIA 19, 3º 33005 OVIEDO ASTURIAS;;esaezgarcia@hotmail.com;;;;Proyectos de ingeniería minera, consultoría medioambiental;;n.d.;;;30/07/2025
INGENIUM INGENIERIA Y DOMOTICA, S.L.;INGENIUM;C/ ABLANAL 17, PARCELA 50. PARQUE TECNOLOGICO DE ASTURIAS 33424 LLANERA ASTURIAS;http://www.ingeniumsl.com;ingenium@ingeniumsl.com;98.511.88.59;;98.428.35.60;Diseño y fabricación de equipos electrónicos para domótica. Gestión remota de viviendas y locales. Soluciones y sistemas para instalaciones domóticas e inmóticas Control energético (bi-16), control de climatización (zclim), rehabilitación (wings), domótica (origen, bes);;n.d.;si;si;01/10/2025
INICIATIVAS DE MARKETING 95, S.L.;MK;C/ MARTINEZ MARINA, 3, 1º B 33009 OVIEDO ASTURIAS;http://www.iniciativasmk.com;iniciativas@iniciativasmk.com;98.522.44.77;;98.520.30.80;Marketing y publicidad;;n.d.;;;30/07/2025
INIXA DEL PRINCIPADO, S.L.;INIXA SEGURIDAD Y COMUNICACION;C/ FERNANDEZ DE OVIEDO, Nº 36 BAJO 3 33012 OVIEDO ASTURIAS;http://www.inixa.com;info@inixa.com;;902.875.876;984188823;Consultora nuevas tecnologías, especializada en la seguridad de la información, comunicaciones. Criptografía y Certificación Digital;;n.d.;;;30/07/2025
INMOVERSOR, S.L.;;AVDA. DEL ALUMINIO, PARCELA 2 33402 AVILES ASTURIAS;http://www.dimelsa.es;dimelsa@dimelsa.es;98.551.07.16/07.60;;98.551.07.10;Mayorista y minorista de material eléctrico.;;n.d.;si;si;30/07/2025
INNOVACION TECNOLOGICA EN ASTURIAS S.L;ITEA SOLUCIONES;C/ ANDALUCIA, 24 33210 GIJON ASTURIAS;https://www.iteasoluciones.es;info@iteasoluciones.es;;902007575;98.429.28.21;Contratación de un nombre de dominio en Internet, realización de la imagen corporativa y papelería, puesta en marcha del portal Web, alojamiento específico para la página, campaña de posicionamiento en buscadores, etc.;;n.d.;;;30/07/2025
INNOVATIVE SOLUTIONS IN CHEMISTRY, S.L.;ISC-SCIENCE;CALLE FERNANDO EL SANTO 28-30, ACCESO POR CALLE POETA ANGEL GONZALEZ 33204 GIJON ASTURIAS;http://www.isc-science.com;isc@isc-science.com;98.525.89.77;;98.525.89.77;Servicios de consultoría y asistencia técnica a laboratorios de ensayo (formación, implantación de metodologías analíticas y/o sistemas de calidad). Comercialización de materiales certificados para análisis.;;n.d.;si;si;30/07/2025
INOXCENTER, S.L.U.;;C/ MARIE CURIE, 33. POL. IND. MORA GARAY 33211 GIJON ASTURIAS;http://www.grupinox.com;inoxcenter.gijon@acerinox.com;98.532.57.62;;98.5.31.19.10;Comercio al por mayor de acero inoxidable.;;n.d.;;;01/10/2025
INOXNALON, S.L.;;POL. IND. VALNALON. C/SIDERURGIA, PARCELA 6-1 33930 LANGREO ASTURIAS;http://www.inoxnalon.com;correo@inoxnalon.com;98.567.80.03;;98.567.82.36;Construcción, reparación y montaje de calderería. Trabajos en acero inoxidable. Barandillas y depósitos. Fabricación de envases y embalajes metálicos ligeros;;n.d.;;;14/10/2025
